,Airline,Source,Destination,Additional_Info,Price,dur_min,stops,journey_day,dep_time
6339,Jet Airways,Banglore,New Delhi,No Info,14151.0,390.0,1,1,54500
6340,SpiceJet,Mumbai,Hyderabad,No Info,3603.0,85.0,0,1,224500
6341,Multiple carriers,Delhi,Cochin,No Info,7564.0,705.0,1,5,73000
6342,Multiple carriers,Delhi,Cochin,No Info,7005.0,640.0,1,4,102000
6343,IndiGo,Delhi,Cochin,No Info,6494.0,985.0,1,6,91000
6344,Air Asia,Banglore,Delhi,No Info,4282.0,170.0,0,3,45500
6345,Jet Airways,Delhi,Cochin,No Info,15129.0,1390.0,2,0,230500
6346,Air Asia,Delhi,Cochin,No Info,6752.0,340.0,1,0,164500
6347,Air India,Delhi,Cochin,No Info,6094.0,195.0,0,1,140500
6348,IndiGo,Mumbai,Hyderabad,No Info,3175.0,90.0,0,5,165500
6349,Multiple carriers,Delhi,Cochin,No Info,8266.0,630.0,1,3,84500
6350,GoAir,Banglore,Delhi,No Info,6722.0,165.0,0,2,205500
6351,SpiceJet,Kolkata,Banglore,No Info,3873.0,155.0,0,0,65500
6352,Air India,Mumbai,Hyderabad,No Info,2575.0,90.0,0,0,135500
6353,Multiple carriers,Delhi,Cochin,No Info,7787.0,755.0,1,1,64000
6354,IndiGo,Delhi,Cochin,No Info,6494.0,345.0,1,6,20000
6355,Jet Airways,Banglore,Delhi,In-flight meal not included,4030.0,185.0,0,3,185500
6356,SpiceJet,Banglore,Delhi,No Info,4991.0,175.0,0,1,211000
6357,IndiGo,Delhi,Cochin,No Info,6494.0,350.0,1,3,73000
6358,IndiGo,Banglore,New Delhi,No Info,6494.0,285.0,1,4,165000
6359,Jet Airways,Banglore,Delhi,In-flight meal not included,7229.0,175.0,0,4,151500
6360,Multiple carriers,Delhi,Cochin,No Info,7670.0,735.0,1,2,84500
6361,Jet Airways,Delhi,Cochin,No Info,14300.0,505.0,2,0,200000
6362,Vistara,Kolkata,Banglore,No Info,8452.0,1655.0,1,2,71000
6363,SpiceJet,Kolkata,Banglore,No Info,3873.0,150.0,0,1,145500
6364,SpiceJet,Kolkata,Banglore,No Info,4760.0,520.0,1,4,83500
6365,Jet Airways,Banglore,Delhi,No Info,7229.0,175.0,0,1,111000
6366,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,0,195000
6367,Jet Airways,Delhi,Cochin,No Info,14714.0,1040.0,1,2,191500
6368,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,4,171500
6369,IndiGo,Kolkata,Banglore,No Info,6494.0,295.0,1,3,92000
6370,IndiGo,Banglore,Delhi,No Info,4591.0,170.0,0,6,233000
6371,IndiGo,Delhi,Cochin,No Info,6628.0,975.0,1,4,91500
6372,IndiGo,Delhi,Cochin,No Info,6494.0,345.0,1,0,20000
6373,Air Asia,Delhi,Cochin,No Info,6152.0,470.0,1,4,75500
6374,IndiGo,Banglore,Delhi,No Info,3943.0,170.0,0,0,101000
6375,Vistara,Kolkata,Banglore,No Info,9187.0,1655.0,1,3,71000
6376,Vistara,Kolkata,Banglore,No Info,9187.0,865.0,1,1,202000
6377,Air India,Kolkata,Banglore,No Info,12219.0,1128.75,2,5,100000
6378,Multiple carriers,Delhi,Cochin,No Info,10276.0,385.0,1,0,94500
6379,Multiple carriers,Delhi,Cochin,No Info,12192.0,910.0,1,6,35000
6380,Air Asia,Kolkata,Banglore,No Info,5554.0,215.0,1,6,195500
6381,Air India,Delhi,Cochin,No Info,6377.0,735.0,1,2,70000
6382,IndiGo,Delhi,Cochin,No Info,6232.0,305.0,1,3,203000
6383,IndiGo,Delhi,Cochin,No Info,6496.0,295.0,1,3,51000
6384,IndiGo,Banglore,Delhi,No Info,4823.0,185.0,0,0,181500
6385,IndiGo,Kolkata,Banglore,No Info,6116.0,220.0,1,3,193500
6386,Jet Airways,Kolkata,Banglore,In-flight meal not included,7757.0,1335.0,1,3,200000
6387,Multiple carriers,Delhi,Cochin,No Info,8266.0,630.0,1,1,84500
6388,SpiceJet,Kolkata,Banglore,No Info,3873.0,155.0,0,1,65500
6389,Jet Airways,Kolkata,Banglore,In-flight meal not included,11841.0,775.0,1,2,211000
6390,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,4,153000
6391,IndiGo,Banglore,Delhi,No Info,3943.0,170.0,0,6,101000
6392,Multiple carriers,Delhi,Cochin,No Info,15898.0,465.0,1,0,113000
6393,Jet Airways,Kolkata,Banglore,No Info,14151.0,1685.0,1,2,170000
6394,Jet Airways,Delhi,Cochin,In-flight meal not included,10577.0,745.0,1,4,160000
6395,Air India,Banglore,Delhi,No Info,4441.0,165.0,0,0,61000
6396,Jet Airways,Delhi,Cochin,In-flight meal not included,5177.0,870.0,1,1,113000
6397,Air India,Kolkata,Banglore,No Info,4460.0,155.0,0,4,204500
6398,Multiple carriers,Delhi,Cochin,No Info,13727.0,780.0,1,5,80000
6399,Jet Airways,Delhi,Cochin,No Info,14714.0,1235.0,1,2,160000
6400,Jet Airways,Delhi,Cochin,In-flight meal not included,10588.0,1295.0,2,3,212500
6401,Jet Airways,Delhi,Cochin,In-flight meal not included,7438.0,590.0,1,3,90000
6402,Air India,Delhi,Cochin,No Info,12677.0,765.0,1,0,204000
6403,Jet Airways,Delhi,Cochin,No Info,14714.0,870.0,1,3,181500
6404,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,0,120000
6405,IndiGo,Delhi,Cochin,No Info,6494.0,825.0,2,3,73500
6406,IndiGo,Banglore,New Delhi,No Info,5607.0,260.0,1,4,161500
6407,Jet Airways,Banglore,New Delhi,No Info,14151.0,1350.0,1,3,225000
6408,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,1,71000
6409,Air India,Mumbai,Hyderabad,No Info,2050.0,80.0,0,3,210500
6410,Air India,Banglore,New Delhi,No Info,12127.0,865.0,1,1,85000
6411,Multiple carriers,Delhi,Cochin,No Info,13377.0,435.0,1,4,181500
6412,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,2,195000
6413,Vistara,Delhi,Cochin,No Info,6216.0,190.0,0,2,60000
6414,Air India,Delhi,Cochin,No Info,8456.0,185.0,0,4,180500
6415,Jet Airways,Delhi,Cochin,No Info,15129.0,1045.0,2,5,191000
6416,Jet Airways,Banglore,New Delhi,No Info,13817.0,885.0,1,1,165500
6417,GoAir,Delhi,Cochin,No Info,6296.0,370.0,1,2,72500
6418,Air India,Kolkata,Banglore,No Info,5170.0,150.0,0,3,141500
6419,SpiceJet,Banglore,Delhi,No check-in baggage included,3919.0,175.0,0,4,211000
6420,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,0,71000
6421,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1105.0,1,0,100000
6422,Jet Airways,Delhi,Cochin,No Info,13882.0,1350.0,2,4,140500
6423,Multiple carriers,Delhi,Cochin,No Info,13587.0,480.0,1,3,130000
6424,Jet Airways,Delhi,Cochin,In-flight meal not included,11848.0,870.0,1,1,2000
6425,Air India,Mumbai,Hyderabad,No Info,11678.0,825.0,1,0,100000
6426,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,5,182500
6427,SpiceJet,Banglore,Delhi,No check-in baggage included,3919.0,175.0,0,0,211000
6428,Vistara,Chennai,Kolkata,No Info,9345.0,140.0,0,4,174500
6429,Jet Airways,Kolkata,Banglore,In-flight meal not included,10703.0,505.0,1,5,93500
6430,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1720.0,1,5,185500
6431,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1495.0,1,2,185500
6432,IndiGo,Mumbai,Hyderabad,No Info,3175.0,90.0,0,3,165500
6433,Air India,Delhi,Cochin,No Info,9929.0,675.0,1,6,80000
6434,Jet Airways,Banglore,New Delhi,No Info,14151.0,305.0,1,0,140500
6435,SpiceJet,Mumbai,Hyderabad,No Info,2017.0,90.0,0,4,54500
6436,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,1475.0,1,3,114000
6437,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,1610.0,1,5,63000
6438,Multiple carriers,Delhi,Cochin,No Info,7005.0,560.0,1,4,114000
6439,IndiGo,Mumbai,Hyderabad,No Info,3175.0,90.0,0,3,23500
6440,Air India,Kolkata,Banglore,No Info,5006.0,315.0,1,4,143500
6441,Multiple carriers,Delhi,Cochin,No Info,9526.0,630.0,1,5,84500
6442,Jet Airways,Delhi,Cochin,No Info,13292.0,810.0,2,3,53000
6443,IndiGo,Delhi,Cochin,No Info,6058.0,345.0,1,3,215000
6444,Air India,Delhi,Cochin,No Info,10493.0,2280.0,3,0,51500
6445,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,365.0,1,4,163000
6446,Jet Airways,Kolkata,Banglore,No Info,10953.0,690.0,1,4,93500
6447,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,960.0,1,1,200000
6448,Jet Airways,Kolkata,Banglore,In-flight meal not included,10539.0,800.0,1,3,202500
6449,Jet Airways,Delhi,Cochin,No Info,13292.0,1375.0,2,5,53000
6450,Vistara,Delhi,Cochin,No Info,6741.0,190.0,0,5,60000
6451,Jet Airways,Kolkata,Banglore,No Info,14571.0,800.0,1,3,200000
6452,Jet Airways,Kolkata,Banglore,No Info,14781.0,590.0,1,3,82500
6453,IndiGo,Mumbai,Hyderabad,No Info,3838.0,90.0,0,5,165500
6454,Air India,Delhi,Cochin,No Info,5201.0,195.0,0,1,140500
6455,Air Asia,Delhi,Cochin,No Info,6451.0,470.0,1,4,75500
6456,GoAir,Delhi,Cochin,No Info,6195.0,355.0,1,2,70000
6457,Air India,Mumbai,Hyderabad,No Info,3100.0,85.0,0,4,193000
6458,SpiceJet,Delhi,Cochin,No Info,4760.0,295.0,1,5,175500
6459,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,570.0,1,4,140500
6460,Jet Airways,Delhi,Cochin,No Info,16079.0,450.0,1,0,205500
6461,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,135.0,0,0,82000
6462,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,150.0,0,1,171000
6463,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1040.0,1,5,191500
6464,Jet Airways,Kolkata,Banglore,No Info,12692.0,840.0,1,4,93500
6465,IndiGo,Chennai,Kolkata,No Info,3850.0,140.0,0,6,75500
6466,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,1225.0,1,5,80000
6467,Air India,Mumbai,Hyderabad,No Info,3100.0,90.0,0,3,135500
6468,Vistara,Banglore,Delhi,No Info,4878.0,165.0,0,5,193000
6469,Jet Airways,Delhi,Cochin,No Info,15129.0,1430.0,2,3,191000
6470,Multiple carriers Premium economy,Delhi,Cochin,No Info,9845.0,725.0,1,3,85500
6471,IndiGo,Banglore,Delhi,No Info,4077.0,165.0,0,5,13000
6472,Multiple carriers,Delhi,Cochin,No Info,9315.0,690.0,1,1,73000
6473,Jet Airways,Kolkata,Banglore,No Info,14781.0,570.0,1,3,140500
6475,Air India,Banglore,New Delhi,No Info,9481.0,170.0,0,1,170000
6476,Jet Airways,Delhi,Cochin,In-flight meal not included,8938.0,1633.75,2,2,51000
6477,Jet Airways,Kolkata,Banglore,No Info,14388.0,330.0,1,3,63000
6478,Air India,Delhi,Cochin,No Info,5704.0,1590.0,1,3,203000
6479,GoAir,Banglore,Delhi,No Info,3898.0,175.0,0,4,74500
6480,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,90.0,0,2,25500
6481,IndiGo,Delhi,Cochin,No Info,6937.0,265.0,1,1,73500
6482,IndiGo,Mumbai,Hyderabad,No Info,2754.0,85.0,0,3,190500
6483,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,2647.0,85.0,0,4,224500
6484,IndiGo,Kolkata,Banglore,No Info,4226.0,240.0,1,1,62000
6485,GoAir,Banglore,Delhi,No Info,4239.0,175.0,0,5,74500
6486,IndiGo,Delhi,Cochin,No Info,6494.0,305.0,1,3,233000
6487,Jet Airways,Banglore,New Delhi,No Info,14151.0,160.0,0,3,195500
6488,Multiple carriers,Delhi,Cochin,No Info,14486.0,505.0,1,3,70500
6489,Air Asia,Banglore,Delhi,No Info,4282.0,170.0,0,2,45500
6490,Multiple carriers,Delhi,Cochin,No Info,13587.0,780.0,1,3,80000
6491,Multiple carriers,Delhi,Cochin,No Info,13587.0,570.0,1,2,113000
6492,Jet Airways,Delhi,Cochin,In-flight meal not included,6645.0,1225.0,1,2,80000
6493,SpiceJet,Banglore,Delhi,No Info,4423.0,160.0,0,0,55500
6494,Air India,Banglore,New Delhi,No Info,11518.0,1800.0,2,0,172500
6495,Jet Airways,Kolkata,Banglore,No Info,13759.0,890.0,1,6,135500
6496,SpiceJet,Banglore,Delhi,No Info,3625.0,160.0,0,1,55500
6497,IndiGo,Kolkata,Banglore,No Info,4148.0,155.0,0,4,53000
6498,Vistara,Banglore,Delhi,No Info,5613.0,155.0,0,2,170000
6499,Air India,Kolkata,Banglore,No Info,14298.0,1608.75,2,2,100000
6500,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,800.0,1,3,80000
6501,IndiGo,Delhi,Cochin,No Info,6442.0,575.0,1,1,83500
6502,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,85.0,0,4,25500
6503,Jet Airways,Kolkata,Banglore,In-flight meal not included,7064.0,585.0,1,4,185500
6504,Jet Airways,Kolkata,Banglore,No Info,14151.0,1005.0,1,5,170000
6505,GoAir,Banglore,Delhi,No Info,3419.0,165.0,0,0,205500
6506,Jet Airways,Delhi,Cochin,No Info,15554.0,660.0,1,1,172500
6507,Air India,Banglore,New Delhi,No Info,13859.0,495.0,1,0,3000
6508,SpiceJet,Kolkata,Banglore,No Info,3847.0,150.0,0,4,222000
6509,GoAir,Banglore,New Delhi,No Info,7657.0,265.0,1,1,155000
6510,Air India,Delhi,Cochin,No Info,13547.0,1475.0,2,3,70500
6511,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,0,71000
6512,Jet Airways,Delhi,Cochin,No Info,13376.0,1300.0,2,5,64500
6513,IndiGo,Mumbai,Hyderabad,No Info,2227.0,95.0,0,1,200500
6514,SpiceJet,Banglore,Delhi,No Info,3971.0,160.0,0,4,55500
6515,IndiGo,Delhi,Cochin,No Info,6628.0,975.0,1,3,91500
6516,Jet Airways,Kolkata,Banglore,No Info,13584.0,775.0,1,2,211000
6517,SpiceJet,Kolkata,Banglore,No Info,4148.0,160.0,0,3,65500
6518,Jet Airways,Kolkata,Banglore,No Info,14571.0,705.0,1,4,63000
6519,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,150.0,0,1,222000
6520,Jet Airways,Banglore,Delhi,In-flight meal not included,5198.0,165.0,0,2,60000
6521,Air Asia,Banglore,Delhi,No Info,3383.0,170.0,0,2,45500
6522,Jet Airways,Delhi,Cochin,In-flight meal not included,7202.0,195.0,0,3,110000
6523,IndiGo,Delhi,Cochin,No Info,5021.0,195.0,0,0,210500
6524,GoAir,Banglore,Delhi,No Info,4239.0,165.0,0,1,205500
6525,Jet Airways,Delhi,Cochin,No Info,15129.0,1025.0,2,0,193000
6526,Vistara,Banglore,New Delhi,No Info,9345.0,160.0,0,3,70000
6527,IndiGo,Delhi,Cochin,No Info,6494.0,195.0,0,6,53500
6528,IndiGo,Banglore,Delhi,No Info,4823.0,170.0,0,1,200000
6529,Jet Airways,Delhi,Cochin,In-flight meal not included,15190.0,715.0,1,6,70500
6530,Jet Airways,Kolkata,Banglore,No Info,14781.0,850.0,1,5,82500
6531,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,5,153000
6532,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1415.0,1,6,130000
6533,IndiGo,Delhi,Cochin,No Info,7503.0,705.0,1,2,91500
6534,Jet Airways,Banglore,Delhi,No Info,8016.0,175.0,0,5,111000
6535,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,4,62500
6536,Air India,Banglore,New Delhi,No Info,12389.0,425.0,1,6,55000
6537,SpiceJet,Chennai,Kolkata,No Info,3597.0,140.0,0,3,174500
6538,Multiple carriers,Delhi,Cochin,No Info,13727.0,840.0,1,2,113000
6539,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,85.0,0,5,25500
6540,Multiple carriers,Delhi,Cochin,No Info,7670.0,640.0,1,3,102000
6541,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,570.0,1,5,140500
6542,Jet Airways,Kolkata,Banglore,In-flight meal not included,7064.0,1545.0,1,4,163000
6543,Multiple carriers,Delhi,Cochin,No Info,8930.0,720.0,1,2,90000
6544,Air Asia,Banglore,Delhi,No Info,4282.0,170.0,0,4,45500
6545,IndiGo,Banglore,Delhi,No Info,4823.0,170.0,0,4,83000
6546,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,1280.0,1,3,70500
6547,Jet Airways,Banglore,New Delhi,In-flight meal not included,11087.0,800.0,1,1,70000
6548,Jet Airways,Delhi,Cochin,No Info,16079.0,395.0,1,2,215000
6549,IndiGo,Delhi,Cochin,No Info,5601.0,195.0,0,4,53500
6550,SpiceJet,Mumbai,Hyderabad,No Info,2753.0,90.0,0,4,54500
6551,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,335.0,1,3,225000
6552,Multiple carriers,Delhi,Cochin,No Info,15603.0,480.0,1,0,130000
6553,IndiGo,Kolkata,Banglore,No Info,4174.0,155.0,0,2,93500
6554,IndiGo,Banglore,New Delhi,No Info,6144.0,175.0,0,6,200000
6555,Jet Airways,Kolkata,Banglore,No Info,14781.0,590.0,1,2,82500
6556,IndiGo,Delhi,Cochin,No Info,6195.0,345.0,1,5,215000
6557,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,1545.0,1,2,63000
6558,IndiGo,Banglore,New Delhi,No Info,6494.0,170.0,0,3,222000
6559,Air India,Kolkata,Banglore,No Info,14424.0,1345.0,2,2,70000
6560,Jet Airways,Delhi,Cochin,No Info,14151.0,715.0,1,0,70500
6561,Jet Airways,Kolkata,Banglore,No Info,13941.0,450.0,1,3,211000
6562,Jet Airways,Banglore,Delhi,No Info,7229.0,185.0,0,2,185500
6563,SpiceJet,Kolkata,Banglore,No Info,3873.0,155.0,0,2,65500
6564,Jet Airways,Delhi,Cochin,No Info,14714.0,450.0,1,4,113000
6565,Air Asia,Kolkata,Banglore,No Info,6451.0,450.0,2,6,152500
6566,IndiGo,Delhi,Cochin,No Info,6104.0,845.0,1,0,112500
6567,IndiGo,Delhi,Cochin,No Info,7094.0,885.0,1,0,73500
6568,Jet Airways,Kolkata,Banglore,In-flight meal not included,10031.0,1335.0,1,6,63000
6569,Jet Airways,Kolkata,Banglore,No Info,13941.0,375.0,1,5,54500
6570,Multiple carriers,Delhi,Cochin,No Info,7198.0,390.0,1,0,190000
6571,SpiceJet,Banglore,New Delhi,No check-in baggage included,3873.0,175.0,0,6,93500
6572,Air India,Kolkata,Banglore,No Info,5747.0,150.0,0,1,141500
6573,Air India,Mumbai,Hyderabad,No Info,3100.0,85.0,0,5,193000
6574,Air India,Kolkata,Banglore,No Info,8996.0,245.0,1,2,91000
6575,Multiple carriers,Delhi,Cochin,No Info,9103.0,505.0,1,2,103500
6576,Jet Airways,Banglore,New Delhi,1 Long layover,14151.0,890.0,1,3,184000
6577,Jet Airways,Kolkata,Banglore,No Info,14781.0,1055.0,1,2,163000
6578,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,5,82000
6579,IndiGo,Banglore,New Delhi,No Info,6494.0,170.0,0,3,233000
6580,Jet Airways,Delhi,Cochin,No Info,10909.0,1125.0,2,2,94000
6581,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,5,153000
6582,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,4050.0,85.0,0,6,25500
6583,Jet Airways,Kolkata,Banglore,No Info,14151.0,1630.0,1,2,202500
6584,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,6,65500
6585,Jet Airways,Kolkata,Banglore,No Info,14781.0,345.0,1,3,140500
6586,Vistara,Kolkata,Banglore,No Info,9870.0,385.0,1,4,170000
6587,Air India,Delhi,Cochin,No Info,8907.0,570.0,1,0,133000
6588,Jet Airways,Banglore,New Delhi,No Info,14151.0,530.0,1,3,225000
6589,GoAir,Delhi,Cochin,No Info,6195.0,355.0,1,0,70000
6590,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,305.0,1,3,140500
6591,Multiple carriers Premium economy,Delhi,Cochin,No Info,11269.0,395.0,1,3,85500
6592,Vistara,Banglore,New Delhi,No Info,5613.0,155.0,0,6,160000
6593,IndiGo,Banglore,Delhi,No Info,4284.0,175.0,0,5,3000
6594,Vistara,Banglore,Delhi,No Info,4668.0,170.0,0,2,210000
6595,Air India,Delhi,Cochin,No Info,12219.0,675.0,1,6,80000
6596,Jet Airways,Kolkata,Banglore,In-flight meal not included,9899.0,475.0,1,4,82500
6597,GoAir,Delhi,Cochin,No Info,3948.0,540.0,1,3,103500
6598,Jet Airways,Banglore,New Delhi,In-flight meal not included,10405.0,1400.0,1,4,85500
6599,Multiple carriers,Delhi,Cochin,No Info,15419.0,835.0,3,4,113500
6600,Multiple carriers,Delhi,Cochin,No Info,15135.0,625.0,1,6,82500
6601,Multiple carriers Premium economy,Delhi,Cochin,No Info,11269.0,395.0,1,3,60000
6602,Jet Airways,Delhi,Cochin,No Info,14151.0,440.0,2,3,114000
6603,Air Asia,Delhi,Cochin,No Info,6751.0,625.0,1,3,204500
6604,Air India,Kolkata,Banglore,No Info,10203.0,745.0,1,3,203000
6605,Jet Airways,Banglore,New Delhi,No Info,14151.0,860.0,1,3,70000
6606,Air India,Delhi,Cochin,No Info,12488.0,725.0,2,4,71000
6607,Jet Airways,Banglore,Delhi,In-flight meal not included,5198.0,180.0,0,2,71000
6608,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,5,174500
6609,Air India,Kolkata,Banglore,No Info,12723.0,1045.0,2,4,55000
6610,Air India,Mumbai,Hyderabad,No Info,13169.0,1630.0,2,0,60000
6611,Air India,Kolkata,Banglore,No Info,8366.0,535.0,2,2,92500
6612,Multiple carriers,Delhi,Cochin,No Info,7670.0,900.0,1,3,60000
6613,Jet Airways,Banglore,Delhi,No Info,7229.0,165.0,0,4,60000
6614,Vistara,Banglore,Delhi,No Info,4668.0,170.0,0,6,210000
6615,Air Asia,Delhi,Cochin,No Info,6451.0,660.0,1,1,201000
6616,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,940.0,1,1,205500
6617,IndiGo,Kolkata,Banglore,No Info,4226.0,240.0,1,2,62000
6618,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1425.0,1,3,191500
6619,Multiple carriers,Delhi,Cochin,No Info,10678.0,845.0,1,0,45500
6620,Air India,Delhi,Cochin,No Info,8052.0,865.0,2,3,171500
6621,GoAir,Banglore,New Delhi,No Info,3898.0,175.0,0,6,114000
6622,Air Asia,Kolkata,Banglore,No Info,3807.0,155.0,0,4,102000
6623,IndiGo,Delhi,Cochin,No Info,6838.0,705.0,1,2,91500
6624,Jet Airways,Delhi,Cochin,No Info,13014.0,810.0,2,0,53000
6625,IndiGo,Kolkata,Banglore,No Info,5224.0,150.0,0,2,142500
6626,Multiple carriers,Delhi,Cochin,No Info,13377.0,750.0,1,3,130000
6627,GoAir,Delhi,Cochin,No Info,6633.0,355.0,1,1,70000
6628,Air Asia,Kolkata,Banglore,No Info,5192.0,955.0,1,4,73500
6629,IndiGo,Banglore,Delhi,No Info,4591.0,170.0,0,3,221000
6630,Air India,Kolkata,Banglore,No Info,4880.0,155.0,0,3,204500
6631,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,5,174500
6632,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,520.0,1,3,194500
6633,Air India,Delhi,Cochin,No Info,6094.0,180.0,0,5,141000
6634,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,940.0,1,4,205500
6635,Jet Airways,Delhi,Cochin,No Info,15439.0,440.0,2,2,114000
6636,IndiGo,Banglore,Delhi,No Info,4077.0,170.0,0,2,233000
6637,GoAir,Banglore,Delhi,No Info,4632.0,165.0,0,5,205500
6638,Jet Airways,Kolkata,Banglore,No Info,12692.0,505.0,1,3,93500
6639,IndiGo,Kolkata,Banglore,No Info,3480.0,265.0,1,2,192000
6640,Multiple carriers,Delhi,Cochin,No Info,13587.0,460.0,2,5,175000
6641,Jet Airways,Banglore,New Delhi,In-flight meal not included,9134.0,1235.0,1,4,114000
6642,Multiple carriers,Delhi,Cochin,No Info,13587.0,420.0,1,0,140000
6643,Jet Airways,Delhi,Cochin,No Info,15554.0,870.0,1,3,173000
6644,Jet Airways,Banglore,New Delhi,No Info,7229.0,160.0,0,1,195500
6645,IndiGo,Delhi,Cochin,No Info,7514.0,825.0,1,0,83500
6646,Multiple carriers,Delhi,Cochin,No Info,13587.0,780.0,1,3,80000
6647,Jet Airways,Banglore,Delhi,In-flight meal not included,7229.0,180.0,0,4,71000
6648,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,870.0,1,6,21500
6649,IndiGo,Delhi,Cochin,No Info,6494.0,810.0,1,6,73000
6650,Multiple carriers,Delhi,Cochin,No Info,10529.0,615.0,1,0,84500
6651,IndiGo,Delhi,Cochin,No Info,6442.0,895.0,1,4,73500
6652,IndiGo,Kolkata,Banglore,No Info,5170.0,290.0,1,1,151500
6653,IndiGo,Delhi,Cochin,No Info,6442.0,895.0,1,2,73500
6654,IndiGo,Banglore,Delhi,No Info,3419.0,175.0,0,0,3000
6655,Jet Airways,Banglore,New Delhi,No Info,14151.0,830.0,1,0,203500
6656,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,135.0,0,0,82000
6657,Air Asia,Banglore,Delhi,No Info,3383.0,165.0,0,3,111000
6658,Air India,Delhi,Cochin,No Info,9181.0,1275.0,2,0,220000
6659,Jet Airways,Banglore,New Delhi,In-flight meal not included,11087.0,990.0,1,1,185500
6660,Jet Airways,Banglore,Delhi,No Info,7229.0,180.0,0,3,71000
6661,Multiple carriers,Delhi,Cochin,No Info,11249.0,870.0,1,1,44500
6662,Jet Airways,Banglore,New Delhi,No Info,14151.0,960.0,1,0,70000
6663,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,655.0,1,0,173000
6664,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,300.0,1,6,140000
6665,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,85.0,0,2,25500
6666,Multiple carriers,Delhi,Cochin,No Info,8307.0,390.0,1,3,90000
6667,Air India,Delhi,Cochin,No Info,7690.0,965.0,1,5,172000
6668,Jet Airways,Delhi,Cochin,No Info,14151.0,1390.0,2,5,132500
6669,Air India,Delhi,Cochin,No Info,10315.0,870.0,1,1,40000
6670,Jet Airways,Delhi,Cochin,No Info,15129.0,1615.0,2,0,94000
6671,Air India,Kolkata,Banglore,No Info,12173.0,1555.0,1,6,70000
6672,Air India,Kolkata,Banglore,No Info,4227.0,965.0,1,0,190000
6673,IndiGo,Banglore,Delhi,No Info,3943.0,165.0,0,4,60500
6674,Jet Airways,Banglore,Delhi,In-flight meal not included,7229.0,175.0,0,6,111000
6675,Vistara,Kolkata,Banglore,No Info,8610.0,790.0,1,2,71000
6676,IndiGo,Banglore,New Delhi,No Info,7303.0,175.0,0,1,71000
6677,Jet Airways,Banglore,New Delhi,In-flight meal not included,10972.0,780.0,1,0,184000
6678,Multiple carriers,Delhi,Cochin,No Info,7670.0,640.0,1,5,102000
6679,Air India,Delhi,Cochin,No Info,8372.0,555.0,1,2,100000
